rank,lat_cell,lon_cell,records,active_days,priority_score_0_100,police_station,junction,peak_hour_IST,peak_hour_count,peak_hour_share,top_weekday,avg_violation_severity_1_5,avg_vehicle_obstruction_1_5,top_violations,top_vehicle_types,sample_location
218,12.98,77.555,118,54,30.74,Magadi Road,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",06:00-06:59,16,0.1356,Thursday,2.2,2.29,NO PARKING (93); WRONG PARKING (25); PARKING IN A MAIN ROAD (8),CAR (44); PASSENGER AUTO (23); SCOOTER (22),"80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
219,12.988,77.537,184,52,30.72,Kamakshipalya,BTP208 - Havanur Circle,13:00-13:59,32,0.1739,Wednesday,2.34,1.76,WRONG PARKING (157); NO PARKING (28); PARKING IN A MAIN ROAD (21),SCOOTER (81); CAR (62); MOTOR CYCLE (30),"1st Main Road, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
220,12.93,77.685,473,69,30.69,HAL Old Airport,No Junction,08:00-08:59,157,0.3319,Tuesday,3.07,2.57,NO PARKING (290); WRONG PARKING (230); PARKING NEAR ROAD CROSSING (126),CAR (182); PASSENGER AUTO (165); MAXI-CAB (48),"Outer Ring Road, Saffron Square, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)"
221,13.036,77.589,679,105,30.63,Hebbala,No Junction,04:00-04:59,89,0.1311,Friday,2.01,1.9,WRONG PARKING (358); NO PARKING (321); DEFECTIVE NUMBER PLATE (44),PASSENGER AUTO (238); SCOOTER (172); MOTOR CYCLE (142),"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
222,12.998,77.551,190,55,30.63,Malleshwaram,"BTP182 - 19th Main Junction, Rajajinagar",06:00-06:59,30,0.1579,Saturday,2.16,1.84,WRONG PARKING (167); NO PARKING (25); PARKING IN A MAIN ROAD (9),SCOOTER (71); CAR (67); MOTOR CYCLE (38),"19th Main Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
223,12.997,77.669,220,69,30.58,Banaswadi,No Junction,02:00-02:59,29,0.1318,Tuesday,3.92,3.24,WRONG PARKING (163); PARKING IN A MAIN ROAD (131); NO PARKING (60),BUS (BMTC/KSRTC) (55); CAR (51); PASSENGER AUTO (43),"MBT Road, Tin Factory Junction, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
224,12.997,77.546,112,48,30.56,Vijayanagara,BTP205 - Modi Hospital Junction,10:00-10:59,22,0.1964,Thursday,2.37,2.08,WRONG PARKING (97); NO PARKING (15); PARKING IN A MAIN ROAD (13),CAR (54); SCOOTER (37); MOTOR CYCLE (13),"Padmabhushan Dr MC Modi Road, Indiranagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
225,12.988,77.55,109,42,30.55,Vijayanagara,BTP018 - Dhobi Ghat Junction,11:00-11:59,22,0.2018,Saturday,2.64,2.05,WRONG PARKING (95); PARKING IN A MAIN ROAD (22); NO PARKING (15),CAR (39); SCOOTER (33); MOTOR CYCLE (11),"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
226,12.985,77.553,275,56,30.43,Rajajinagar,BTP061 - Bhashyam Circle,07:00-07:59,53,0.1927,Wednesday,2.0,1.4,NO PARKING (174); WRONG PARKING (101); DEFECTIVE NUMBER PLATE (4),SCOOTER (156); MOTOR CYCLE (59); CAR (45),"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 "
227,13.004,77.55,134,50,30.37,Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar",05:00-05:59,26,0.194,Tuesday,2.0,2.32,WRONG PARKING (107); NO PARKING (27); DEFECTIVE NUMBER PLATE (2),CAR (83); SCOOTER (24); MOTOR CYCLE (20),"19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
228,12.925,77.619,162,33,30.28,Madiwala,BTP137 - Madiwala Traffic PS Junction,01:00-01:59,41,0.2531,Tuesday,2.04,2.96,NO PARKING (156); WRONG PARKING (6); PARKING IN A MAIN ROAD (2),CAR (77); PRIVATE BUS (26); PASSENGER AUTO (21),"Domlur Inner Ring Road, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560068 (India)"
229,12.94,77.695,356,33,30.26,HAL Old Airport,No Junction,08:00-08:59,100,0.2809,Saturday,4.79,2.91,WRONG PARKING (331); PARKING IN A MAIN ROAD (328); NO PARKING (43),CAR (234); PASSENGER AUTO (55); BUS (BMTC/KSRTC) (14),"Outer Ring Road, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
230,12.981,77.549,154,42,30.25,Magadi Road,"BTP024 - NPS, Vijayanagar",03:00-03:59,32,0.2078,Sunday,2.12,2.48,NO PARKING (95); WRONG PARKING (59); PARKING IN A MAIN ROAD (5),CAR (87); SCOOTER (27); MOTOR CYCLE (10),"Pramukh Swami Maharaj Road, GEF Block, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
231,12.99,77.553,167,37,30.2,Rajajinagar,"BTP204 - ESI Hospital, Rajajinagar",03:00-03:59,54,0.3234,Friday,2.02,2.31,WRONG PARKING (160); NO PARKING (7); DEFECTIVE NUMBER PLATE (2),PASSENGER AUTO (70); CAR (37); SCOOTER (30),"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
232,13.013,77.554,424,110,30.19,Malleshwaram,No Junction,10:00-10:59,63,0.1486,Tuesday,2.01,2.26,WRONG PARKING (244); NO PARKING (185); DEFECTIVE NUMBER PLATE (11),PASSENGER AUTO (170); CAR (93); SCOOTER (64),"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
233,12.997,77.55,103,48,30.13,Vijayanagara,BTP027 - Modi Bridge Junction,10:00-10:59,20,0.1942,Sunday,2.5,1.72,WRONG PARKING (68); NO PARKING (35); PARKING IN A MAIN ROAD (15),SCOOTER (43); CAR (23); MOTOR CYCLE (17),"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
234,12.963,77.581,280,38,30.13,City Market,"BTP080 - NR Road, SP Road Junction",09:00-09:59,45,0.1607,Tuesday,2.19,2.32,WRONG PARKING (240); NO PARKING (44); PARKING IN A MAIN ROAD (17),SCOOTER (91); CAR (59); LGV (59),"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
235,12.998,77.552,203,55,30.13,Rajajinagar,"BTP182 - 19th Main Junction, Rajajinagar",10:00-10:59,44,0.2167,Tuesday,2.03,1.44,WRONG PARKING (197); DEFECTIVE NUMBER PLATE (6); NO PARKING (6),SCOOTER (106); MOTOR CYCLE (49); CAR (35),"Padmabhushan Dr MC Modi Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
236,13.007,77.549,172,46,30.11,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,08:00-08:59,29,0.1686,Monday,2.09,2.31,WRONG PARKING (140); NO PARKING (32); PARKING NEAR ROAD CROSSING (5),CAR (50); SCOOTER (49); MOTOR CYCLE (32),"WOC Road, Bovipalya, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)"
237,12.951,77.7,184,62,30.08,HAL Old Airport,No Junction,02:00-02:59,49,0.2663,Saturday,3.84,3.06,WRONG PARKING (151); PARKING IN A MAIN ROAD (108); NO PARKING (54),CAR (53); PRIVATE BUS (39); BUS (BMTC/KSRTC) (18),"Outer Ring Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)"
238,12.931,77.584,139,46,30.06,Jayanagara,BTP219 - Canara Bank Junction,10:00-10:59,28,0.2014,Sunday,2.09,2.26,NO PARKING (92); WRONG PARKING (47); PARKING IN A MAIN ROAD (4),CAR (82); SCOOTER (40); MOTOR CYCLE (10),"9th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)"
239,12.997,77.67,108,48,29.98,Banaswadi,No Junction,03:00-03:59,19,0.1759,Friday,4.56,3.62,WRONG PARKING (88); PARKING IN A MAIN ROAD (88); NO PARKING (20),BUS (BMTC/KSRTC) (46); CAR (17); PASSENGER AUTO (11),"Outer Ring Road, Tin Factory Junction, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
240,12.969,77.536,243,51,29.97,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",11:00-11:59,63,0.2593,Thursday,2.12,1.13,NO PARKING (220); WRONG PARKING (39); PARKING IN A MAIN ROAD (9),SCOOTER (136); MOTOR CYCLE (91); CAR (11),"20th Main Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
241,12.978,77.544,126,45,29.97,Magadi Road,BTP067 - Jai Muni Rao Circle,11:00-11:59,34,0.2698,Sunday,2.05,2.04,NO PARKING (65); WRONG PARKING (61); PARKING IN A MAIN ROAD (2),CAR (49); SCOOTER (40); MOTOR CYCLE (18),"G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
242,12.957,77.701,427,93,29.96,HAL Old Airport,No Junction,02:00-02:59,48,0.1124,Friday,2.7,2.44,NO PARKING (243); WRONG PARKING (216); PARKING IN A MAIN ROAD (80),SCOOTER (138); BUS (BMTC/KSRTC) (110); MOTOR CYCLE (87),"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
243,12.976,77.571,118,47,29.91,Chamarajpet,BTP048 - Shanthala Junction,05:00-05:59,19,0.161,Sunday,2.08,2.41,WRONG PARKING (77); NO PARKING (54); DEFECTIVE NUMBER PLATE (6),PASSENGER AUTO (63); CAR (26); SCOOTER (13),"Rao Bahadur DGT Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
244,12.974,77.58,114,49,29.9,Upparpet,BTP044 - Sagar Theatre Junction,09:00-09:59,24,0.2105,Sunday,2.08,2.04,NO PARKING (76); WRONG PARKING (38); PARKING IN A MAIN ROAD (3),SCOOTER (39); CAR (33); PASSENGER AUTO (17),"Kempegowda Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)"
245,12.963,77.579,109,41,29.89,City Market,BTP082 - KR Market Junction,06:00-06:59,20,0.1835,Saturday,2.11,2.68,WRONG PARKING (96); NO PARKING (13); PARKING IN A MAIN ROAD (4),CAR (28); LGV (23); PASSENGER AUTO (20),"Narasimha Raj Wadiyar Road, New Bamboo Bazar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
246,13.187,77.68,448,86,29.87,Chikkajala,No Junction,05:00-05:59,79,0.1763,Saturday,2.33,3.0,NO PARKING (245); WRONG PARKING (204); PARKING IN A MAIN ROAD (50),CAR (355); MAXI-CAB (93),"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
247,12.966,77.537,146,32,29.87,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",10:00-10:59,36,0.2466,Sunday,2.14,2.76,WRONG PARKING (143); PARKING IN A MAIN ROAD (7); DEFECTIVE NUMBER PLATE (5),CAR (110); SCOOTER (11); MAXI-CAB (9),"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)"
248,12.984,77.602,151,39,29.85,Shivajinagar,BTP211 - Central Street Junction,11:00-11:59,26,0.1722,Sunday,2.26,2.46,WRONG PARKING (91); NO PARKING (60); PARKING IN A MAIN ROAD (13),PASSENGER AUTO (67); CAR (38); SCOOTER (25),"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
249,12.98,77.614,479,79,29.83,Shivajinagar,No Junction,10:00-10:59,167,0.3486,Sunday,2.01,2.95,NO PARKING (267); WRONG PARKING (212); PARKING IN A MAIN ROAD (2),CAR (416); PASSENGER AUTO (38); LGV (7),"Dickenson Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
250,12.983,77.606,165,50,29.8,Shivajinagar,BTP051 - Safina Plaza Junction,08:00-08:59,46,0.2788,Tuesday,2.1,1.35,WRONG PARKING (144); NO PARKING (21); DEFECTIVE NUMBER PLATE (10),SCOOTER (116); MOTOR CYCLE (17); PASSENGER AUTO (17),"Jumma Masjid Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
251,12.911,77.573,104,35,29.77,Jayanagara,"BTP117 - 9th Cross, Kanakapura Road",03:00-03:59,37,0.3558,Sunday,2.14,2.13,WRONG PARKING (94); NO PARKING (11); DEFECTIVE NUMBER PLATE (5),SCOOTER (37); PASSENGER AUTO (21); GOODS AUTO (19),"9th Cross Road, SNN Raj Spiritua, Umarbagh Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)"
252,12.999,77.541,285,49,29.72,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",08:00-08:59,41,0.1439,Tuesday,2.07,1.62,WRONG PARKING (260); NO PARKING (25); PARKING IN A MAIN ROAD (6),SCOOTER (127); CAR (79); MOTOR CYCLE (69),"Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)"
253,12.968,77.588,104,41,29.69,Halasuru Gate,BTP076 - Hudson Circle,04:00-04:59,27,0.2596,Thursday,2.09,2.25,NO PARKING (66); WRONG PARKING (39); PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS (1),CAR (36); PASSENGER AUTO (32); SCOOTER (25),"District Office Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
254,12.963,77.58,146,41,29.6,City Market,BTP082 - KR Market Junction,00:00-00:59,26,0.1781,Saturday,2.08,2.46,WRONG PARKING (96); NO PARKING (51); PARKING IN A MAIN ROAD (3),LGV (36); SCOOTER (34); CAR (29),"Narasimha Raj Wadiyar Road, Gollarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
255,12.945,77.595,224,53,29.57,Wilson Garden,"BTP123 - 10th Cross, Wilson Garden",04:00-04:59,42,0.1875,Saturday,2.01,1.38,NO PARKING (179); WRONG PARKING (45); DEFECTIVE NUMBER PLATE (3),SCOOTER (143); PASSENGER AUTO (32); MOTOR CYCLE (31),"1st Main Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
256,12.997,77.547,136,50,29.5,Vijayanagara,BTP205 - Modi Hospital Junction,08:00-08:59,21,0.1544,Thursday,2.19,1.79,WRONG PARKING (109); NO PARKING (27); PARKING IN A MAIN ROAD (8),SCOOTER (53); CAR (51); MOTOR CYCLE (26),"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
257,12.99,77.554,149,30,29.49,Rajajinagar,"BTP204 - ESI Hospital, Rajajinagar",05:00-05:59,66,0.443,Thursday,2.02,1.9,WRONG PARKING (136); NO PARKING (14); DEFECTIVE NUMBER PLATE (5),PASSENGER AUTO (55); SCOOTER (51); MOTOR CYCLE (19),"41st Cross Road, ESI Hospital Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
258,12.958,77.582,147,40,29.46,City Market,BTP167 - JC Road Junction,08:00-08:59,27,0.1837,Friday,2.31,2.09,WRONG PARKING (143); PARKING IN A MAIN ROAD (15); NO PARKING (5),SCOOTER (40); CAR (31); LGV (19),"Model Road, Ryders Junction, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)"
259,12.893,77.637,281,75,29.37,Hulimavu,No Junction,02:00-02:59,160,0.5694,Monday,2.0,2.69,WRONG PARKING (280); NO PARKING (1),CAR (196); SCOOTER (23); PASSENGER AUTO (18),"7th Cross Road, Chikka Biddappa Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
260,12.986,77.554,136,44,29.35,Rajajinagar,BTP061 - Bhashyam Circle,11:00-11:59,28,0.2059,Sunday,2.0,2.15,WRONG PARKING (79); NO PARKING (58); DEFECTIVE NUMBER PLATE (6),CAR (59); SCOOTER (45); PASSENGER AUTO (11),"12th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (Ind"
261,12.983,77.603,167,35,29.32,Shivajinagar,BTP211 - Central Street Junction,10:00-10:59,31,0.1856,Sunday,2.09,2.58,WRONG PARKING (105); NO PARKING (62); DEFECTIVE NUMBER PLATE (5),PASSENGER AUTO (95); CAR (50); MAXI-CAB (8),"Central Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
262,12.998,77.544,125,38,29.31,Vijayanagara,BTP205 - Modi Hospital Junction,05:00-05:59,28,0.224,Tuesday,2.0,2.49,WRONG PARKING (101); NO PARKING (24); DEFECTIVE NUMBER PLATE (2),CAR (79); MOTOR CYCLE (17); SCOOTER (11),"Padmabhushan Dr MC Modi Road, Adarsha Layout, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
263,13.07,77.588,792,84,29.26,Kodigehalli,No Junction,11:00-11:59,201,0.2538,Monday,2.1,1.43,WRONG PARKING (591); NO PARKING (201); PARKING ON FOOTPATH (62),SCOOTER (430); MOTOR CYCLE (192); CAR (158),"Ayyappa Temple Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
264,12.978,77.543,100,44,29.22,Magadi Road,BTP067 - Jai Muni Rao Circle,10:00-10:59,25,0.25,Sunday,2.07,1.91,WRONG PARKING (63); NO PARKING (37); PARKING IN A MAIN ROAD (2),CAR (33); SCOOTER (33); MOTOR CYCLE (19),"G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
265,12.967,77.642,109,31,29.15,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop",13:00-13:59,23,0.211,Sunday,2.5,2.26,NO PARKING (102); WRONG PARKING (23); PARKING IN A MAIN ROAD (16),CAR (64); MOTOR CYCLE (24); SCOOTER (15),"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
266,12.966,77.535,318,45,29.12,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",08:00-08:59,59,0.1855,Sunday,2.05,1.28,NO PARKING (179); WRONG PARKING (139); DEFECTIVE NUMBER PLATE (6),SCOOTER (207); MOTOR CYCLE (66); CAR (38),"22nd Main Road, Nethravathi Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
267,12.961,77.512,332,90,29.09,Jnanabharathi,No Junction,12:00-12:59,84,0.253,Sunday,2.11,2.76,NO PARKING (188); WRONG PARKING (144); PARKING IN A MAIN ROAD (10),CAR (268); SCOOTER (25); PASSENGER AUTO (15),"Mallathahalli Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
268,12.974,77.55,119,37,29.05,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",11:00-11:59,34,0.2857,Tuesday,2.4,1.54,NO PARKING (84); WRONG PARKING (35); PARKING IN A MAIN ROAD (15),SCOOTER (71); PASSENGER AUTO (20); CAR (12),"1st Cross Road, Vidyaranya Nagar, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)"
269,12.968,77.589,285,42,29.01,Cubbon Park,BTP076 - Hudson Circle,04:00-04:59,65,0.2281,Thursday,2.01,1.4,NO PARKING (199); WRONG PARKING (86); DEFECTIVE NUMBER PLATE (4),SCOOTER (135); MOTOR CYCLE (77); CAR (39),"Kasturba Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
270,12.974,77.547,426,37,28.98,Vijayanagara,BTP069 - MC Circle,04:00-04:59,79,0.1854,Wednesday,2.14,1.18,WRONG PARKING (294); NO PARKING (141); PARKING IN A MAIN ROAD (14),SCOOTER (277); MOTOR CYCLE (111); CAR (30),"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
271,12.976,77.559,700,99,28.96,Magadi Road,No Junction,04:00-04:59,115,0.1643,Tuesday,2.07,1.13,NO PARKING (545); WRONG PARKING (156); DEFECTIVE NUMBER PLATE (47),SCOOTER (506); MOTOR CYCLE (133); PASSENGER AUTO (32),"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)"
272,12.974,77.548,267,38,28.89,Vijayanagara,BTP069 - MC Circle,11:00-11:59,61,0.2285,Monday,2.17,1.44,WRONG PARKING (166); NO PARKING (106); PARKING IN A MAIN ROAD (15),SCOOTER (158); MOTOR CYCLE (48); CAR (37),"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
273,12.975,77.608,196,45,28.86,Ashok Nagar,BTP051 - Safina Plaza Junction,12:00-12:59,28,0.1429,Sunday,2.11,1.76,WRONG PARKING (125); NO PARKING (79); PARKING IN A MAIN ROAD (7),PASSENGER AUTO (73); SCOOTER (57); MOTOR CYCLE (42),"Brigade Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
274,12.987,77.537,107,21,28.85,Kamakshipalya,BTP208 - Havanur Circle,10:00-10:59,37,0.3458,Saturday,2.31,2.4,WRONG PARKING (102); PARKING IN A MAIN ROAD (11); NO PARKING (5),CAR (66); SCOOTER (22); MOTOR CYCLE (11),"80 Feet Road, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
275,12.98,77.554,103,42,28.68,Magadi Road,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",10:00-10:59,21,0.2039,Thursday,2.27,1.68,NO PARKING (64); WRONG PARKING (40); DEFECTIVE NUMBER PLATE (9),SCOOTER (50); CAR (27); MOTOR CYCLE (16),"80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
276,12.979,77.574,110,43,28.62,Upparpet,BTP057 - Anand Rao Junction,10:00-10:59,20,0.1818,Saturday,2.05,2.0,WRONG PARKING (96); NO PARKING (14); DEFECTIVE NUMBER PLATE (3),SCOOTER (42); CAR (25); MOTOR CYCLE (16),"SK Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
277,12.974,77.552,228,46,28.5,Magadi Road,BTP071 - Prasanna Junction,11:00-11:59,48,0.2105,Saturday,2.02,1.17,NO PARKING (190); WRONG PARKING (38); DEFECTIVE NUMBER PLATE (8),SCOOTER (122); MOTOR CYCLE (77); PASSENGER AUTO (17),"G Narayana Kumar Road, Mehta Ambience, Manjunatha Nagar, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)"
278,12.982,77.611,492,90,28.43,Shivajinagar,No Junction,10:00-10:59,87,0.1768,Sunday,2.04,2.28,WRONG PARKING (270); NO PARKING (222); REFUSE TO GO FOR HIRE (34),PASSENGER AUTO (298); CAR (81); SCOOTER (80),"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
279,12.965,77.58,102,25,28.42,Halasuru Gate,BTP082 - KR Market Junction,10:00-10:59,40,0.3922,Sunday,2.0,2.17,WRONG PARKING (101); NO PARKING (1),SCOOTER (39); PASSENGER AUTO (30); GOODS AUTO (21),"SP Road, Gollarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
280,12.962,77.598,141,20,28.41,Ashok Nagar,BTP100 - Richmond Circle,04:00-04:59,91,0.6454,Saturday,2.02,1.05,NO PARKING (101); WRONG PARKING (40); DEFECTIVE NUMBER PLATE (6),SCOOTER (103); MOTOR CYCLE (35); PASSENGER AUTO (1),"Cronwell Road, Vaswani Centropolis, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)"
281,12.963,77.582,119,39,28.31,City Market,"BTP080 - NR Road, SP Road Junction",10:00-10:59,29,0.2437,Wednesday,2.1,1.69,WRONG PARKING (116); PARKING IN A MAIN ROAD (4); NO PARKING (3),SCOOTER (62); MOTOR CYCLE (18); CAR (16),"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
282,12.982,77.612,449,83,28.22,Shivajinagar,No Junction,10:00-10:59,118,0.2628,Sunday,2.03,2.4,NO PARKING (257); WRONG PARKING (192); DEFECTIVE NUMBER PLATE (8),CAR (264); SCOOTER (83); MOTOR CYCLE (44),"Gangadhara Chetty Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
283,12.979,77.695,280,70,28.22,Mahadevapura,No Junction,03:00-03:59,41,0.1464,Thursday,3.26,2.67,NO PARKING (218); WRONG PARKING (131); PARKING IN A MAIN ROAD (114),CAR (90); MAXI-CAB (85); SCOOTER (28),"Outer Ring Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)"
284,13.006,77.571,645,75,28.13,Malleshwaram,No Junction,10:00-10:59,114,0.1767,Monday,2.0,2.58,WRONG PARKING (355); NO PARKING (291); DEFECTIVE NUMBER PLATE (3),CAR (479); SCOOTER (84); MOTOR CYCLE (52),"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
285,12.988,77.577,105,28,28.08,Sheshadripuram,BTP054 - Shivananda Circle,07:00-07:59,25,0.2381,Monday,2.17,2.3,WRONG PARKING (86); NO PARKING (20); PARKING IN A MAIN ROAD (6),CAR (57); SCOOTER (33); MOTOR CYCLE (6),"Nehru Circle, Nehru Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
286,12.96,77.649,349,83,28.01,Jeevanbheemanagar,No Junction,08:00-08:59,59,0.1691,Thursday,2.5,2.46,NO PARKING (329); PARKING IN A MAIN ROAD (52); WRONG PARKING (35),PASSENGER AUTO (170); CAR (59); MAXI-CAB (46),"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)"
287,12.972,77.547,110,37,28.01,Vijayanagara,BTP020 - Hosahalli Metro Station,04:00-04:59,24,0.2182,Saturday,2.18,1.72,NO PARKING (70); WRONG PARKING (40); PARKING ON FOOTPATH (5),SCOOTER (58); PASSENGER AUTO (29); CAR (12),"1st Main Road, Ganesha Garden, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)"
288,12.977,77.589,224,31,27.97,Cubbon Park,BTP041 - Gopal Gowda Circle,02:00-02:59,47,0.2098,Monday,2.07,1.86,NO PARKING (220); WRONG PARKING (4); PARKING IN A MAIN ROAD (4),SCOOTER (90); CAR (78); MOTOR CYCLE (32),"Dr Ambedkar Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
